Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-05 05:39:11 | WARD_A_HR_01 | 70 | NORMAL
2026-06-05 05:39:11 | WARD_A_HR_02 | 148 | CRITICAL
2026-06-05 05:39:11 | WARD_A_HR_03 | 135 | CRITICAL
2026-06-05 05:39:11 | WARD_A_HR_04 | 89 | NORMAL
2026-06-05 05:39:11 | WARD_A_HR_05 | 126 | CRITICAL
2026-06-05 05:39:12 | WARD_A_HR_01 | 74 | NORMAL
2026-06-05 05:39:12 | WARD_A_HR_02 | 98 | WARNING
2026-06-05 05:39:12 | WARD_A_HR_03 | 85 | NORMAL
2026-06-05 05:39:12 | WARD_A_HR_04 | 74 | NORMAL
2026-06-05 05:39:12 | WARD_A_HR_05 | 114 | CRITICAL
2026-06-05 05:39:13 | WARD_A_HR_01 | 72 | NORMAL
2026-06-05 05:39:13 | WARD_A_HR_02 | 145 | CRITICAL
