Timestamp | Device_ID | Usage (Liters/min) | Status
2026-06-05 05:38:11 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:38:12 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-05 05:38:12 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:38:13 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:38:13 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:38:14 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:38:14 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:38:15 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:38:15 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-05 05:38:16 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:16 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-05 05:38:17 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:38:17 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-05 05:38:18 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:38:18 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:38:19 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:38:19 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:38:20 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:38:20 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:38:21 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:38:21 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:38:22 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:38:22 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-05 05:38:23 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:23 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-05 05:38:24 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:38:24 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:38:25 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:38:25 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-05 05:38:26 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:38:26 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:38:27 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-05 05:38:27 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:38:28 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-05 05:38:28 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:38:29 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:29 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-05 05:38:30 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:38:30 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:38:31 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:38:31 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:38:32 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-05 05:38:32 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:38:33 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:38:33 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:38:34 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-05 05:38:34 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:38:35 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:38:35 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-05 05:38:36 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:38:36 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:38:37 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:38:37 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:38:38 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-05 05:38:38 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-05 05:38:39 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:38:39 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:38:40 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:38:40 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-05 05:38:41 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:41 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:38:42 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:38:42 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:38:43 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:38:43 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:38:44 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:38:44 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:38:45 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:38:45 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:38:46 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-05 05:38:46 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-05 05:38:47 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:38:47 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-05 05:38:48 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:38:48 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:38:49 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:49 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:38:50 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-05 05:38:50 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-05 05:38:51 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:51 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:38:52 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-05 05:38:52 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:38:53 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:38:53 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:38:54 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:38:54 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:38:55 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:55 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:38:56 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:38:56 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-05 05:38:57 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-05 05:38:57 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:38:58 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:38:58 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:38:59 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:38:59 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:39:00 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:39:00 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:39:01 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-05 05:39:01 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-05 05:39:02 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:39:02 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:39:03 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:39:03 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:39:04 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-05 05:39:04 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:39:05 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-05 05:39:05 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-05 05:39:06 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:39:06 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-05 05:39:07 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-05 05:39:07 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:39:08 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:39:08 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:39:09 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:09 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:39:10 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-05 05:39:10 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:39:11 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:39:11 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:39:12 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-05 05:39:12 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:39:13 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:39:13 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:39:14 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:14 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-05 05:39:15 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-05 05:39:15 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:39:16 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-05 05:39:16 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:39:17 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:39:17 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:39:18 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:39:18 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:39:19 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:39:19 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:39:20 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-05 05:39:20 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:39:21 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:39:21 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:39:22 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-05 05:39:22 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:39:23 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-05 05:39:23 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-05 05:39:24 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-05 05:39:24 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:39:25 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:39:25 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:39:26 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-05 05:39:26 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:39:27 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-05 05:39:27 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:39:28 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-05 05:39:28 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-05 05:39:29 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:39:29 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:39:30 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:30 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-05 05:39:31 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:39:31 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:39:32 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-05 05:39:32 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:39:33 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-05 05:39:33 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:39:34 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-05 05:39:34 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:39:35 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:39:35 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:39:36 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:39:36 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:39:37 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-05 05:39:37 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-05 05:39:38 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-05 05:39:38 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:39:39 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-05 05:39:39 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:39:40 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-05 05:39:40 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-05 05:39:41 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:39:41 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-05 05:39:42 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:42 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:39:43 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:39:43 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-05 05:39:44 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:39:44 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-05 05:39:45 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:39:45 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:39:46 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:46 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:39:47 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:39:47 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-05 05:39:48 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-05 05:39:48 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:39:49 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:39:49 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:39:50 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:50 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-05 05:39:51 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-05 05:39:51 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:39:52 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:39:52 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:39:53 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:39:53 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:39:54 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:39:54 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:39:55 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-05 05:39:55 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:39:56 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-05 05:39:56 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:39:57 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-05 05:39:57 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:39:58 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:39:58 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:39:59 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:39:59 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:40:00 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:40:00 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:40:01 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-05 05:40:01 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:40:02 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:40:02 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:40:03 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:40:03 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:40:04 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-05 05:40:04 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:40:05 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-05 05:40:05 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:40:06 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:40:06 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:40:07 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-05 05:40:07 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:40:08 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:40:08 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-05 05:40:09 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:40:09 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:40:10 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-05 05:40:10 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:40:11 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-05 05:40:11 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:40:12 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-05 05:40:12 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-05 05:40:13 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:40:13 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:40:14 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-05 05:40:14 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:40:15 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:40:15 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:40:16 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-05 05:40:16 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:40:17 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-05 05:40:17 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:40:18 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:40:18 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-05 05:40:19 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-05 05:40:19 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-05 05:40:20 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:40:20 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-05 05:40:21 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:40:21 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-05 05:40:22 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:40:22 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-05 05:40:23 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:40:23 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:40:24 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-05 05:40:24 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-05 05:40:25 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-05 05:40:25 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:40:26 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-05 05:40:26 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-05 05:40:27 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-05 05:40:27 | ICU_WATER_RESERVE | 45 | HIGH_USAGE
2026-06-05 05:40:28 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-05 05:40:28 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-05 05:40:29 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-05 05:40:29 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-05 05:40:30 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:40:30 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:40:31 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-05 05:40:31 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-05 05:40:32 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:40:32 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-05 05:40:33 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:40:33 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:40:34 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-05 05:40:34 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-05 05:40:35 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-05 05:40:35 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-05 05:40:36 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:40:36 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-05 05:40:37 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-05 05:40:37 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-05 05:40:38 | FACILITY_WATER_MAIN | 12 | NORMAL
2026-06-05 05:40:38 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:40:39 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-05 05:40:39 | ICU_WATER_RESERVE | 35 | NORMAL
2026-06-05 05:40:40 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-05 05:40:40 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:40:41 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:40:41 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-05 05:40:42 | FACILITY_WATER_MAIN | 13 | NORMAL
2026-06-05 05:40:42 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-05 05:40:43 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-05 05:40:43 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-05 05:40:44 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-05 05:40:44 | ICU_WATER_RESERVE | 7 | NORMAL
2026-06-05 05:40:45 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-05 05:40:45 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-05 05:40:46 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-05 05:40:46 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-05 05:40:47 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-05 05:40:47 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-05 05:40:48 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-05 05:40:48 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-05 05:40:49 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-05 05:40:49 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:40:50 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-05 05:40:50 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-05 05:40:51 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-05 05:40:51 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-05 05:40:52 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-05 05:40:52 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-05 05:40:53 | FACILITY_WATER_MAIN | 35 | NORMAL
